,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales_x,Quantity,Discount,Profit,order_day,order_month,order_year,ship_day,ship_month,ship_year,profit_margin,gross_margin,no_of_occurences_x,customer_frequency,average_order_val,lifespan,clv
16,CA-2014-105893,2014-11-11,2014-11-18,Standard Class,PK-19075,Pete Kriz,Consumer,United States,Madison,Wisconsin,53711,Central,OFF-ST-10004186,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",665.88,6,0.0,13.3176,11,11,2014,18,11,2014,0.02,0.019999999999999955,1,25,345.87735999999995,3.1123287671232878,538.2420287123275
17,CA-2014-167164,2014-05-13,2014-05-15,Second Class,AG-10270,Alejandro Grove,Consumer,United States,West Jordan,Utah,84084,West,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,55.5,2,0.0,9.99,13,5,2014,15,5,2014,0.18,0.18000000000000005,1,14,184.4927142857143,2.873972602739726,1336.1720557808223
18,CA-2014-143336,2014-08-27,2014-09-01,Second Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,San Francisco,California,94109,West,OFF-AR-10003056,Office Supplies,Art,Newell 341,8.56,2,0.0,2.4824,27,8,2014,1,9,2014,0.29,0.29,1,9,165.99377777777778,2.791780821917808,1209.5216203835614
19,CA-2014-143336,2014-08-27,2014-09-01,Second Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,San Francisco,California,94109,West,TEC-PH-10001949,Technology,Phones,Cisco SPA 501G IP Phone,213.48,3,0.2,16.011,27,8,2014,1,9,2014,0.075,0.07499999999999998,1,9,165.99377777777778,2.791780821917808,312.80731561643825
20,CA-2014-143336,2014-08-27,2014-09-01,Second Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,San Francisco,California,94109,West,OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",22.72,4,0.2,7.384,27,8,2014,1,9,2014,0.325,0.325,1,9,165.99377777777778,2.791780821917808,1355.4983676712327
21,CA-2016-137330,2016-12-09,2016-12-13,Standard Class,KB-16585,Ken Black,Corporate,United States,Fremont,Nebraska,68025,Central,OFF-AR-10000246,Office Supplies,Art,Newell 318,19.46,7,0.0,5.0596,9,12,2016,13,12,2016,0.25999999999999995,0.25999999999999995,1,23,119.33660869565219,3.1123287671232878,2221.0602660821914
22,CA-2016-137330,2016-12-09,2016-12-13,Standard Class,KB-16585,Ken Black,Corporate,United States,Fremont,Nebraska,68025,Central,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",60.34,7,0.0,15.6884,9,12,2016,13,12,2016,0.25999999999999995,0.26,1,23,119.33660869565219,3.1123287671232878,2221.0602660821924
23,US-2017-156909,2017-07-16,2017-07-18,Second Class,SF-20065,Sandra Flanagan,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",71.372,2,0.3,-1.0196,16,7,2017,18,7,2017,-0.014285714285714287,-0.014285714285714244,1,9,84.83844444444443,3.1452054794520548,-34.30727232876702
24,CA-2015-106320,2015-09-25,2015-09-30,Standard Class,EB-13870,Emily Burns,Consumer,United States,Orem,Utah,84057,West,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1044.63,3,0.0,240.2649,25,9,2015,30,9,2015,0.22999999999999998,0.22999999999999998,1,11,251.56536363636363,3.3835616438356166,2153.502895753425
25,CA-2016-121755,2016-01-16,2016-01-20,Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,11.648,2,0.2,4.2224,16,1,2016,20,1,2016,0.36250000000000004,0.36250000000000004,1,17,40.24535294117646,2.904109589041096,720.2539910958903
26,CA-2016-121755,2016-01-16,2016-01-20,Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Los Angeles,California,90049,West,TEC-AC-10003027,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,90.57,3,0.0,11.7741,16,1,2016,20,1,2016,0.13,0.13000000000000006,1,17,40.24535294117646,2.904109589041096,258.2979830136987
27,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",3083.43,7,0.5,-1665.0522,17,9,2015,21,9,2015,-0.54,-0.5400000000000003,1,20,236.8743,2.9123287671232876,-7450.443051287675
28,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,9.618,2,0.7,-7.0532,17,9,2015,21,9,2015,-0.7333333333333334,-0.7333333333333332,1,20,236.8743,2.9123287671232876,-10117.885625205476
29,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",124.2,3,0.2,15.525,17,9,2015,21,9,2015,0.125,0.12500000000000006,1,20,236.8743,2.9123287671232876,1724.63959520548
30,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,3.264,2,0.2,1.1016,17,9,2015,21,9,2015,0.3375,0.3375,1,20,236.8743,2.9123287671232876,4656.526907054795
31,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",86.304,6,0.2,9.7092,17,9,2015,21,9,2015,0.11249999999999999,0.11249999999999995,1,20,236.8743,2.9123287671232876,1552.1756356849307
32,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",6.858,6,0.7,-5.715,17,9,2015,21,9,2015,-0.8333333333333334,-0.8333333333333335,1,20,236.8743,2.9123287671232876,-11497.597301369864
33,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,15.76,2,0.2,3.546,17,9,2015,21,9,2015,0.22499999999999998,0.22499999999999995,1,20,236.8743,2.9123287671232876,3104.3512713698624
34,CA-2017-107727,2017-10-19,2017-10-23,Second Class,MA-17560,Matt Abelman,Home Office,United States,Houston,Texas,77095,Central,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,29.472,3,0.2,9.9468,19,10,2017,23,10,2017,0.33749999999999997,0.33749999999999997,1,34,126.44591176470588,3.221917808219178,4674.895892876712
35,CA-2016-117590,2016-12-08,2016-12-10,First Class,GH-14485,Gene Hale,Corporate,United States,Richardson,Texas,75080,Central,TEC-PH-10004977,Technology,Phones,GE 30524EE4,1097.544,7,0.2,123.4737,8,12,2016,10,12,2016,0.11249999999999999,0.1125,1,3,453.74800000000005,1.16986301369863,179.15276342465756
36,CA-2016-117590,2016-12-08,2016-12-10,First Class,GH-14485,Gene Hale,Corporate,United States,Richardson,Texas,75080,Central,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",190.92,5,0.6,-147.963,8,12,2016,10,12,2016,-0.775,-0.775,1,3,453.74800000000005,1.16986301369863,-1234.1634813698631
37,CA-2015-117415,2015-12-27,2015-12-31,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,OFF-EN-10002986,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",113.328,9,0.2,35.415,27,12,2015,31,12,2015,0.3125,0.31249999999999994,1,19,164.62943157894736,3.4383561643835616,3360.949311643835
38,CA-2015-117415,2015-12-27,2015-12-31,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",532.3992,3,0.32,-46.9764,27,12,2015,31,12,2015,-0.08823529411764706,-0.08823529411764709,1,19,164.62943157894736,3.4383561643835616,-948.9739232876716
39,CA-2015-117415,2015-12-27,2015-12-31,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",212.058,3,0.3,-15.147,27,12,2015,31,12,2015,-0.07142857142857144,-0.0714285714285714,1,19,164.62943157894736,3.4383561643835616,-768.2169855185906
40,CA-2015-117415,2015-12-27,2015-12-31,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,TEC-PH-10000486,Technology,Phones,Plantronics HL10 Handset Lifter,371.168,4,0.2,41.7564,27,12,2015,31,12,2015,0.1125,0.11249999999999996,1,19,164.62943157894736,3.4383561643835616,1209.9417521917803
41,CA-2017-120999,2017-09-10,2017-09-15,Standard Class,LC-16930,Linda Cazamias,Corporate,United States,Naperville,Illinois,60540,Central,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,147.168,4,0.2,16.5564,10,9,2017,15,9,2017,0.11249999999999999,0.11249999999999998,1,14,320.9247142857143,3.747945205479452,1894.4229846575338
42,CA-2016-101343,2016-07-17,2016-07-22,Standard Class,RA-19885,Ruben Ausman,Corporate,United States,Los Angeles,California,90049,West,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",77.88,2,0.0,3.894,17,7,2016,22,7,2016,0.05,0.05000000000000007,1,15,255.4876,3.6136986301369864,692.4413926027407
43,CA-2017-139619,2017-09-19,2017-09-23,Standard Class,ES-14080,Erin Smith,Corporate,United States,Melbourne,Florida,32935,South,OFF-ST-10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",95.616,2,0.2,9.5616,19,9,2017,23,9,2017,0.1,0.09999999999999999,1,20,232.8962,3.16986301369863,1476.4981008219177
44,CA-2016-118255,2016-03-11,2016-03-13,First Class,ON-18715,Odella Nelson,Corporate,United States,Eagan,Minnesota,55122,Central,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",45.98,2,0.0,19.7714,11,3,2016,13,3,2016,0.43000000000000005,0.43000000000000005,1,15,104.50133333333333,2.175342465753425,1466.2539134246579
45,CA-2016-118255,2016-03-11,2016-03-13,First Class,ON-18715,Odella Nelson,Corporate,United States,Eagan,Minnesota,55122,Central,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.46,2,0.0,8.2062,11,3,2016,13,3,2016,0.47000000000000003,0.47000000000000003,1,15,104.50133333333333,2.175342465753425,1602.64962630137
46,CA-2014-146703,2014-10-20,2014-10-25,Second Class,PO-18865,Patrick O'Donnell,Consumer,United States,Westland,Michigan,48185,Central,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96,4,0.0,8.4784,20,10,2014,25,10,2014,0.04,0.039999999999999966,1,13,191.7856923076923,3.7753424657534245,376.50946761643803
47,CA-2016-169194,2016-06-20,2016-06-25,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Dover,Delaware,19901,East,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,45.0,3,0.0,4.95,20,6,2016,25,6,2016,0.11,0.11000000000000007,1,15,153.02213333333333,3.3095890410958906,835.6266196164389
48,CA-2016-169194,2016-06-20,2016-06-25,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Dover,Delaware,19901,East,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",21.8,2,0.0,6.104,20,6,2016,25,6,2016,0.27999999999999997,0.27999999999999997,1,15,153.02213333333333,3.3095890410958906,2127.049577205479
49,CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",38.22,6,0.0,17.9634,18,4,2015,22,4,2015,0.47000000000000003,0.47000000000000003,1,17,61.80211764705882,3.6465753424657534,1800.6749658082192
50,CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,OFF-LA-10002762,Office Supplies,Labels,Avery 485,75.18,6,0.0,35.3346,18,4,2015,22,4,2015,0.47,0.47,1,17,61.80211764705882,3.6465753424657534,1800.674965808219
51,CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16,2,0.0,2.9568,18,4,2015,22,4,2015,0.48,0.48,1,17,61.80211764705882,3.6465753424657534,1838.9871991232876
52,CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",89.99,1,0.0,17.0981,18,4,2015,22,4,2015,0.19,0.19000000000000003,1,17,61.80211764705882,3.6465753424657534,727.9324329863015
53,CA-2016-105816,2016-12-11,2016-12-17,Standard Class,JM-15265,Janet Molinari,Corporate,United States,New York City,New York,10024,East,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,15.26,7,0.0,6.2566,11,12,2016,17,12,2016,0.41,0.41000000000000003,1,13,138.78046153846154,3.249315068493151,2403.5179012602744
54,CA-2016-105816,2016-12-11,2016-12-17,Standard Class,JM-15265,Janet Molinari,Corporate,United States,New York City,New York,10024,East,TEC-PH-10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone,1029.95,5,0.0,298.6855,11,12,2016,17,12,2016,0.29,0.29000000000000004,1,13,138.78046153846154,3.249315068493151,1700.049247232877
55,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,208.56,6,0.0,52.14,17,6,2016,18,6,2016,0.25,0.24999999999999994,1,18,81.54894444444444,1.210958904109589,444.38589178082185
56,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-PA-10001569,Office Supplies,Paper,Xerox 232,32.4,5,0.0,15.552,17,6,2016,18,6,2016,0.48,0.48,1,18,81.54894444444444,1.210958904109589,853.2209122191781
57,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,319.41,5,0.1,7.098,17,6,2016,18,6,2016,0.02222222222222222,0.02222222222222226,1,18,81.54894444444444,1.210958904109589,39.50096815829535
58,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-PA-10000587,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",14.56,2,0.0,6.9888,17,6,2016,18,6,2016,0.48,0.48,1,18,81.54894444444444,1.210958904109589,853.2209122191781
59,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,30.0,2,0.0,3.3,17,6,2016,18,6,2016,0.11,0.11000000000000003,1,18,81.54894444444444,1.210958904109589,195.52979238356167
60,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,48.48,4,0.2,16.362,17,6,2016,18,6,2016,0.33749999999999997,0.3375000000000001,1,18,81.54894444444444,1.210958904109589,599.9209539041098
61,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,1.68,1,0.0,0.84,17,6,2016,18,6,2016,0.5,0.5,1,18,81.54894444444444,1.210958904109589,888.7717835616438
62,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,TEC-AC-10004633,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",13.98,2,0.0,6.1512,24,11,2015,30,11,2015,0.44,0.44,1,28,175.33828571428572,3.6794520547945204,7948.233408876712
63,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",25.824,6,0.2,9.3612,24,11,2015,30,11,2015,0.3625,0.3625,1,28,175.33828571428572,3.6794520547945204,6548.260478904109
64,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,146.73,3,0.0,68.9631,24,11,2015,30,11,2015,0.47000000000000003,0.47000000000000003,1,28,175.33828571428572,3.6794520547945204,8490.158414027397
65,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,79.76,4,0.0,22.3328,24,11,2015,30,11,2015,0.27999999999999997,0.27999999999999997,1,28,175.33828571428572,3.6794520547945204,5057.966714739725
66,US-2015-164175,2015-04-30,2015-05-05,Standard Class,PS-18970,Paul Stevenson,Home Office,United States,Chicago,Illinois,60610,Central,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",213.115,5,0.3,-15.2225,30,4,2015,5,5,2015,-0.07142857142857142,-0.07142857142857141,1,13,98.35684615384615,3.5232876712328767,-321.7866446183952
67,CA-2014-106376,2014-12-05,2014-12-10,Standard Class,BS-11590,Brendan Sweed,Corporate,United States,Gilbert,Arizona,85234,West,OFF-AR-10002671,Office Supplies,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.024,8,0.2,111.3024,5,12,2014,10,12,2014,0.10000000000000002,0.10000000000000005,1,10,245.4928,3.8657534246575342,949.0146323287676
68,CA-2014-106376,2014-12-05,2014-12-10,Standard Class,BS-11590,Brendan Sweed,Corporate,United States,Gilbert,Arizona,85234,West,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,167.968,4,0.2,62.988,5,12,2014,10,12,2014,0.375,0.375,1,10,245.4928,3.8657534246575342,3558.8048712328764
69,CA-2016-119823,2016-06-04,2016-06-06,First Class,KD-16270,Karen Daniels,Consumer,United States,Springfield,Virginia,22153,South,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",75.88,2,0.0,35.6636,4,6,2016,6,6,2016,0.4700000000000001,0.4700000000000001,1,16,517.647375,1.810958904109589,7049.534684547946
70,CA-2016-106075,2016-09-18,2016-09-23,Standard Class,HM-14980,Henry MacAllister,Consumer,United States,New York City,New York,10009,East,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,4.616,1,0.2,1.731,18,9,2016,23,9,2016,0.37500000000000006,0.375,1,7,105.18228571428571,1.5698630136986302,433.44467260273973
71,CA-2017-114440,2017-09-14,2017-09-17,Second Class,TB-21520,Tracy Blumstein,Consumer,United States,Jackson,Michigan,49201,Central,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",19.05,3,0.0,8.763,14,9,2017,17,9,2017,0.45999999999999996,0.45999999999999996,1,20,236.8743,2.9123287671232876,6346.673710356164
72,US-2015-134026,2015-04-26,2015-05-02,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,South,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,831.936,8,0.2,-114.3912,26,4,2015,2,5,2015,-0.13749999999999998,-0.13750000000000004,1,23,293.9484782608696,3.3863013698630136,-3147.9466006849325
